jobId,jobTitle,employerName,locationName,minimumSalary,maximumSalary,avgSalary,jobUrl,search_keyword
56718443,Service Desk Analyst,EXL Service (UK) Ltd,Manchester,0.0,0.0,0.0,https://www.reed.co.uk/jobs/service-desk-analyst/56718443,data analyst
56788202,Senior Information Security Analyst,AJ Bell,Manchester,0.0,0.0,0.0,https://www.reed.co.uk/jobs/senior-information-security-analyst/56788202,data analyst
56951518,Junior Service Delivery Analyst,Vermelo RPO,Manchester,0.0,0.0,0.0,https://www.reed.co.uk/jobs/junior-service-delivery-analyst/56951518,data analyst
56930558,Lead Development Finance Analyst,Clarion,Manchester,70221.0,82613.0,76417.0,https://www.reed.co.uk/jobs/lead-development-finance-analyst/56930558,data analyst
56833709,Senior Pensions Project Analyst, Isio,Manchester,0.0,0.0,0.0,https://www.reed.co.uk/jobs/senior-pensions-project-analyst/56833709,data analyst
56947745,Data Analyst,Tenth Revolution Group,Manchester,45000.0,60000.0,52500.0,https://www.reed.co.uk/jobs/data-analyst/56947745,data analyst
56913079,Data Analyst,Robert Walters,Manchester,45000.0,50000.0,47500.0,https://www.reed.co.uk/jobs/data-analyst/56913079,data analyst
56815614,Data Analyst,Harnham - Data & Analytics Recruitment,Manchester,450.0,500.0,475.0,https://www.reed.co.uk/jobs/data-analyst/56815614,data analyst
56893831,Data analyst,Lorien,Manchester,0.0,0.0,0.0,https://www.reed.co.uk/jobs/data-analyst/56893831,data analyst
56861106,Transfers Out Senior Analyst,AJ Bell,Manchester,0.0,0.0,0.0,https://www.reed.co.uk/jobs/transfers-out-senior-analyst/56861106,data analyst
56963406,Data Analyst Trainee,ITOL Recruit,Manchester,30000.0,50000.0,40000.0,https://www.reed.co.uk/jobs/data-analyst-trainee/56963406,data analyst
56859059,Data Analyst Trainee,ITOL Recruit,United Kingdom,30000.0,50000.0,40000.0,https://www.reed.co.uk/jobs/data-analyst-trainee/56859059,data analyst
56968729,Senior Data Analyst,Harnham - Data & Analytics Recruitment,Manchester,80000.0,90000.0,85000.0,https://www.reed.co.uk/jobs/senior-data-analyst/56968729,data analyst
56967258,Trainee Data Analyst,Newto Training,United Kingdom,25000.0,78000.0,51500.0,https://www.reed.co.uk/jobs/trainee-data-analyst/56967258,data analyst
56967253,Data Analyst Trainee,Newto Training,United Kingdom,25000.0,78000.0,51500.0,https://www.reed.co.uk/jobs/data-analyst-trainee/56967253,data analyst
56923870,Data Analyst Trainee,ITOL Recruit,Manchester,30000.0,50000.0,40000.0,https://www.reed.co.uk/jobs/data-analyst-trainee/56923870,data analyst
